Respondent_ID,Valid_Record,Consent,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,CHD1,CHD2,CHD3,CHD4,CHD5,CHD6,CHD7,CHD8,CHD9,CHD10,AIA1,AIA2,AIA3,AIA4,AIA5,AIA6,AIA7,AIA8,PAC1,PAC2,PAC3,PAC4,PAC5,PAC6,PAC7,PAC8,MLU1,MLU2,MLU3,MLU4,MLU5,MLU6,MLU7,MLU8,MLU9,RSO1,RSO2,RSO3,RSO4,RSO5,RSO6,RSO7,RSO8,CRE1,CRE2,CRE3,CRE4,CRE5,CRE6,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,CHD_Mean,AIA_Mean,PAC_Mean,MLU_Mean,RSO_Mean,CRE_Mean,IMP_Mean
R124,Yes,Yes,Female,18-24,Master's,Insurance/investment/other licensed financial institution,Data/Analytics/AI,2-5,Yes,1,No,Yes,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,,4.0,3.0,3.0,,2.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.9,3.25,2.375,3.888888888888889,2.5714285714285716,2.8,2.125
R125,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,IT/Technology,2-5,Yes,3,Do not know,Yes,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.5,1.875,3.2222222222222223,2.125,3.1666666666666665,2.625
R126,Yes,Yes,Male,45-54,Bachelor/HND,Digital bank/neobank,Other,6-10,Yes,1,No,Yes,4.0,4.0,4.0,4.0,4.0,3.0,,3.0,4.0,3.0,3.0,3.0,4.0,2.0,,2.0,4.0,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.6666666666666665,3.0,4.0,3.3333333333333335,4.125,3.1666666666666665,3.375
R127,Yes,Yes,Female,25-34,Bachelor/HND,Commercial bank,Relationship/Marketing,Less than 2,Yes,1,No,Yes,3.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.8,4.625,3.125,4.111111111111111,3.5,3.0,2.75
R128,Yes,Yes,Male,25-34,Postgraduate Diploma,Commercial bank,Other,Less than 2,Yes,2,Do not know,Yes,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.9,3.5,3.875,4.222222222222222,3.7142857142857144,2.5,4.0
R129,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,Data/Analytics/AI,11-15,Yes,4,Yes,Yes,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,,,5.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.8,,3.125,3.888888888888889,4.5,3.4,3.0
R130,Yes,Yes,Female,45-54,Diploma/OND/NCE,Commercial bank,Customer Experience/Service,16 or more,Yes,2,Yes,Yes,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,,4.0,5.0,4.0,4.0,3.0,4.0,4.0,,3.0,5.0,5.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,,3.2,4.0,3.857142857142857,3.0,3.75,3.0,3.7142857142857144
R131,Yes,Yes,Male,45-54,Master's,Insurance/investment/other licensed financial institution,Other,6-10,Yes,2,Yes,Yes,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,5.0,,3.0,4.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.1,3.875,3.7142857142857144,3.6666666666666665,3.5,3.0,2.75
R132,Yes,Yes,Male,45-54,Bachelor/HND,Digital bank/neobank,Management/Strategy,2-5,Yes,2,Yes,Yes,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.4,2.625,2.75,2.375,2.5714285714285716,2.6666666666666665,2.125
R133,Yes,Yes,Female,25-34,Bachelor/HND,Commercial bank,Management/Strategy,2-5,Yes,3,Yes,Yes,,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.5555555555555554,3.5,3.25,3.125,3.5,4.0,3.625
R134,Yes,Yes,Male,25-34,Bachelor/HND,Fintech/payment provider,Other,11-15,Yes,3,Yes,Yes,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,,3.0,4.0,4.0,4.1,3.5,2.75,3.2222222222222223,3.0,2.5,3.4285714285714284
R135,Yes,Yes,Female,35-44,Bachelor/HND,Digital bank/neobank,Digital Banking/Product,2-5,Yes,0,No,Yes,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.75,2.125,2.7777777777777777,3.375,2.6666666666666665,3.0
R136,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,Digital Banking/Product,16 or more,Yes,2,Yes,Yes,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.3,1.75,1.75,3.2222222222222223,2.5,2.5,2.375
R137,Yes,Yes,Female,25-34,Postgraduate Diploma,Digital bank/neobank,Relationship/Marketing,16 or more,Yes,2,Yes,Yes,5.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.1,3.5,2.5,3.0,3.0,3.8333333333333335,4.625
R138,Yes,Yes,Male,25-34,Bachelor/HND,Insurance/investment/other licensed financial institution,Relationship/Marketing,6-10,Yes,1,No,Yes,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.5,2.5,2.0,3.2222222222222223,2.375,4.0,4.25
R139,Yes,Yes,Female,35-44,Bachelor/HND,Fintech/payment provider,Digital Banking/Product,11-15,Yes,2,No,Yes,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,4.0,3.0,4.0,4.0,4.0,3.0,2.0,,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.4,3.5714285714285716,3.5714285714285716,3.0,3.75,3.4,3.125
R140,Yes,Yes,Male,18-24,Master's,Insurance/investment/other licensed financial institution,IT/Technology,6-10,Yes,1,Yes,Yes,2.0,3.0,,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.3333333333333335,3.25,2.75,4.111111111111111,4.0,3.1666666666666665,2.375
R141,Yes,Yes,Male,45-54,Bachelor/HND,Commercial bank,Data/Analytics/AI,2-5,Yes,3,Yes,Yes,5.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.625,2.5,2.6666666666666665,2.875,3.1666666666666665,3.875
R142,Yes,Yes,Female,45-54,Other,Microfinance bank,Other,11-15,Yes,3,Yes,Yes,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,4.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.375,2.25,3.888888888888889,2.2857142857142856,3.6666666666666665,3.75
R143,Yes,Yes,Male,35-44,Bachelor/HND,Fintech/payment provider,Data/Analytics/AI,Less than 2,Yes,4,No,Yes,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.1,3.25,3.75,2.7777777777777777,3.625,3.1666666666666665,1.375
R144,Yes,Yes,Male,25-34,Diploma/OND/NCE,Digital bank/neobank,Digital Banking/Product,Less than 2,Yes,2,Yes,Yes,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.1,4.0,2.5,4.111111111111111,2.375,3.0,3.875
R145,Yes,Yes,Male,25-34,Master's,Fintech/payment provider,Other,11-15,Yes,2,No,Yes,3.0,4.0,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.75,4.875,3.7777777777777777,4.0,3.0,3.5
R146,Yes,Yes,Male,25-34,Doctorate,Insurance/investment/other licensed financial institution,Risk/Compliance,Less than 2,Yes,2,Yes,Yes,2.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,3.0,2.6,1.875,1.875,2.4444444444444446,1.625,2.6666666666666665,2.75
R147,Yes,Yes,Female,25-34,Master's,Merchant bank,IT/Technology,Less than 2,Yes,3,Yes,Yes,3.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.7,3.2857142857142856,3.4285714285714284,3.111111111111111,2.25,3.8333333333333335,2.75
R148,Yes,Yes,Male,55 or above,Master's,Commercial bank,Data/Analytics/AI,6-10,Yes,1,No,Yes,3.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,3.0,2.0,,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.1,3.125,3.75,2.625,2.125,3.3333333333333335,3.625
R149,Yes,Yes,Male,35-44,Bachelor/HND,Digital bank/neobank,Management/Strategy,2-5,Yes,0,No,Yes,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.6,1.625,2.142857142857143,2.0,2.125,1.8333333333333333,3.125
R150,Yes,Yes,Female,25-34,Diploma/OND/NCE,Commercial bank,Digital Banking/Product,Less than 2,Yes,2,No,Yes,2.0,,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.111111111111111,1.875,1.625,2.6666666666666665,2.375,2.6666666666666665,2.5
R151,Yes,Yes,Female,35-44,Bachelor/HND,Microfinance bank,Data/Analytics/AI,11-15,Yes,3,No,Yes,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.5,2.375,2.0,4.333333333333333,2.75,1.8333333333333333,3.0
R152,Yes,Yes,Male,35-44,Master's,Fintech/payment provider,Customer Experience/Service,2-5,Yes,0,No,Yes,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.2,2.75,1.75,3.888888888888889,2.0,2.6666666666666665,3.625
R153,Yes,Yes,Male,25-34,Postgraduate Diploma,Merchant bank,Data/Analytics/AI,2-5,Yes,0,No,Yes,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,,4.0,4.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,,3.7,3.7142857142857144,2.125,3.111111111111111,3.75,2.8,2.0
R154,Yes,Yes,Male,25-34,Master's,Commercial bank,Risk/Compliance,2-5,Yes,2,Yes,Yes,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.5,4.75,4.0,3.25,3.2,3.25
R155,Yes,Yes,Male,25-34,Bachelor/HND,Commercial bank,Management/Strategy,6-10,Yes,2,Yes,Yes,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,2.0,,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,,5.0,5.0,4.0,5.0,2.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.3,3.7142857142857144,4.25,3.2222222222222223,4.571428571428571,3.0,2.875
R156,Yes,Yes,Female,35-44,Diploma/OND/NCE,Insurance/investment/other licensed financial institution,Other,6-10,Yes,3,Yes,Yes,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,,4.0,3.0,5.0,,5.0,3.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2.8,3.875,2.5714285714285716,4.5,3.0,3.5,3.625
R157,Yes,Yes,Female,45-54,Other,Commercial bank,IT/Technology,Less than 2,Yes,1,Do not know,Yes,4.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,2.5,3.375,3.5,3.375,3.125,2.6666666666666665,2.875
R158,Yes,Yes,Female,35-44,Bachelor/HND,Fintech/payment provider,Customer Experience/Service,2-5,Yes,1,Do not know,Yes,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.6,2.75,3.125,2.111111111111111,3.25,3.0,3.0
R159,Yes,Yes,Female,25-34,Bachelor/HND,Commercial bank,Management/Strategy,Less than 2,Yes,3,Yes,Yes,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,,2.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,3.0,4.7,2.7142857142857144,3.5,3.6666666666666665,3.5714285714285716,3.3333333333333335,3.4285714285714284
R160,Yes,Yes,Male,45-54,Other,Microfinance bank,Management/Strategy,11-15,Yes,2,No,Yes,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,2.375,2.75,2.5555555555555554,2.0,3.1666666666666665,3.375
R161,Yes,Yes,Female,35-44,Diploma/OND/NCE,Commercial bank,IT/Technology,6-10,Yes,3,Yes,Yes,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,3.2,3.125,3.5,2.5555555555555554,3.25,4.0,4.125
R162,Yes,Yes,Female,45-54,Bachelor/HND,Fintech/payment provider,Relationship/Marketing,6-10,Yes,0,Do not know,Yes,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.1,3.375,3.0,2.888888888888889,2.5,2.6666666666666665,2.75
R163,Yes,Yes,Male,25-34,Master's,Commercial bank,IT/Technology,2-5,Yes,0,No,Yes,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,,2.0,2.0,3.0,4.0,4.0,3.0,,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.7777777777777777,3.25,2.2857142857142856,3.625,2.625,2.1666666666666665,3.0
R164,Yes,Yes,Male,25-34,Diploma/OND/NCE,Digital bank/neobank,Management/Strategy,6-10,Yes,1,No,Yes,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.8,2.0,2.875,3.4444444444444446,3.25,3.3333333333333335,3.75
R165,Yes,Yes,Female,25-34,Postgraduate Diploma,Insurance/investment/other licensed financial institution,Relationship/Marketing,2-5,Yes,3,Yes,Yes,5.0,2.0,4.0,2.0,2.0,3.0,2.0,,4.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,,,3.0,2.0,3.0,2.625,3.25,2.3333333333333335,3.625,3.3333333333333335,
